Cap Hit,Chip,Games Missed,Injury Type,Player,Position,Season,Team,Games Missed
4.02,882.439024390,18,Lower body,"Giordano, Mark",D,2013/14,Calgary,18
1.5,237.804878049,13,Knee,"Russell, Kris",D,2013/14,Calgary,13
1.5,18.292682927,1,Upper body,"Russell, Kris",D,2013/14,Calgary,1
3.5,42.682926829,1,Undisclosed,"Smid, Ladislav",D,2013/14,Calgary,1
3.5,341.463414634,8,Upper body,"Smid, Ladislav",D,2013/14,Calgary,8
5.25,1024.390243902,16,Hand,"Wideman, Dennis",D,2013/14,Calgary,16
5.25,1280.487804878,20,Upper body,"Wideman, Dennis",D,2013/14,Calgary,20
0.925,67.682926829,6,Upper body,"Wotherspoon, Tyler",D,2013/14,Calgary,6
2.75,503.048780488,15,Knee,"Ramo, Karri",G,2013/14,Calgary,15
0.6,21.951219512,3,Ankle,"Bowman, Drayson",F,2013/14,Carolina,3
0.6,14.634146341,2,Illness,"Bowman, Drayson",F,2013/14,Carolina,2
0.6,21.951219512,3,Lower body,"Bowman, Drayson",F,2013/14,Carolina,3
0.6,14.634146341,2,Lower body,"Dvorak, Radek",F,2013/14,Carolina,2
0.6,21.951219512,3,Lower body,"Dvorak, Radek",F,2013/14,Carolina,3
0.9,43.902439024,4,Lower body,"Dwyer, Patrick",F,2013/14,Carolina,4
0.9,10.975609756,1,Undisclosed,"Dwyer, Patrick",F,2013/14,Carolina,1
0.9,21.951219512,2,Upper body,"Dwyer, Patrick",F,2013/14,Carolina,2
1.775,21.646341463,1,Flu,"Lindholm, Elias",F,2013/14,Carolina,1
1.775,43.292682927,2,Undisclosed,"Lindholm, Elias",F,2013/14,Carolina,2
1.775,108.231707317,5,Upper body,"Lindholm, Elias",F,2013/14,Carolina,5
0.575,35.060975610,5,Lower body,"Nash, Riley",F,2013/14,Carolina,5
4.75,289.634146341,5,Lower body,"Ruutu, Tuomo",F,2013/14,Carolina,5
7,1024.390243902,12,Concussion,"Semin, Alexander",F,2013/14,Carolina,12
7,170.731707317,2,Illness,"Semin, Alexander",F,2013/14,Carolina,2
7,85.365853659,1,Lower body,"Semin, Alexander",F,2013/14,Carolina,1
5.725,767.987804878,11,Upper body,"Skinner, Jeff",F,2013/14,Carolina,11
8.25,301.829268293,3,Lower body,"Staal, Eric",F,2013/14,Carolina,3
1.6,156.097560976,8,Appendectomy,"Tlusty, Jiri",F,2013/14,Carolina,8
1.6,39.024390244,2,Lower body,"Tlusty, Jiri",F,2013/14,Carolina,2
1.6,78.048780488,4,Upper body,"Tlusty, Jiri",F,2013/14,Carolina,4
0.725,88.414634146,10,Upper body,"Westgarth, Kevin",F,2013/14,Carolina,10
0.6,43.902439024,6,Concussion,"Bellemore, Brett",D,2013/14,Carolina,6
0.6,21.951219512,3,Lower body,"Bellemore, Brett",D,2013/14,Carolina,3
0.9,10.975609756,1,Flu,"Faulk, Justin",D,2013/14,Carolina,1
0.9,54.878048780,5,Upper body,"Faulk, Justin",D,2013/14,Carolina,5
4,487.804878049,10,Concussion,"Gleason, Tim",D,2013/14,Carolina,10
4,292.682926829,6,Lower body,"Gleason, Tim",D,2013/14,Carolina,6
4,292.682926829,6,Upper body,"Gleason, Tim",D,2013/14,Carolina,6
1.5,109.756097561,6,Concussion,"Harrison, Jay",D,2013/14,Carolina,6
1.5,54.878048780,3,Illness,"Harrison, Jay",D,2013/14,Carolina,3
0.7,42.682926829,5,Lower body,"Komisarek, Mike",D,2013/14,Carolina,5
3.875,47.256097561,1,Lower body,"Liles, John-Michael",D,2013/14,Carolina,1
3.875,283.536585366,6,Upper body,"Liles, John-Michael",D,2013/14,Carolina,6
2.75,201.219512195,6,Lower body,"Sekera, Andrej",D,2013/14,Carolina,6
2.75,67.073170732,2,Upper body,"Sekera, Andrej",D,2013/14,Carolina,2
4.5,4500.000000000,82,Heel,"Pitkanen, Joni","D ""retired""",2013/14,Carolina,82
0.8,312.195121951,32,Lower body,"Khudobin, Anton",G,2013/14,Carolina,32
6.3,768.292682927,10,Lower body,"Ward, Cam",G,2013/14,Carolina,10
6.3,998.780487805,13,Lower body,"Ward, Cam",G,2013/14,Carolina,13
4,682.926829268,14,Lower body,"Bickell, Bryan",F,2013/14,Chicago,14
4,292.682926829,6,Undisclosed,"Bickell, Bryan",F,2013/14,Chicago,6
1,24.390243902,2,Illness,"Handzus, Michal",F,2013/14,Chicago,2
1,158.536585366,13,Upper body,"Handzus, Michal",F,2013/14,Chicago,13
5.275,192.987804878,3,Lower body,"Hossa, Marian",F,2013/14,Chicago,3
5.275,321.646341463,5,Upper body,"Hossa, Marian",F,2013/14,Chicago,5
6.3,921.951219512,12,Leg,"Kane, Patrick",F,2013/14,Chicago,12
0.55,40.243902439,6,Lower body,"Mills, Brad",F,2013/14,Chicago,6
0.894167,32.713426829,3,Upper body,"Saad, Brandon",F,2013/14,Chicago,3
0.5775,14.085365854,2,Undisclosed,"Shaw, Andrew",F,2013/14,Chicago,2
6.3,460.975609756,6,Upper body,"Toews, Jonathan",F,2013/14,Chicago,6
5.538462,67.542219512,1,Illness,"Keith, Duncan",D,2013/14,Chicago,1
0.625,175.304878049,23,Lower body,"Kostka, Mike",D,2013/14,Chicago,23
3.383333,82.520317073,2,Lower body,"Oduya, Johnny",D,2013/14,Chicago,2
3.383333,123.780475610,3,Lower body,"Oduya, Johnny",D,2013/14,Chicago,3
2.2,26.829268293,1,Facial,"Rozsival, Michal",D,2013/14,Chicago,1
2.2,241.463414634,9,Lower body,"Rozsival, Michal",D,2013/14,Chicago,9
2.666667,325.203292683,10,Lower body,"Crawford, Corey",G,2013/14,Chicago,10
2,1512.195121951,62,Lower body,"Khabibulin, Nikolai",G,2013/14,Chicago,62
3.5,170.731707317,4,Knee,"Duchene, Matt",F,2013/14,Colorado,4
3.5,128.048780488,3,Oblique,"Duchene, Matt",F,2013/14,Colorado,3
3.575,43.597560976,1,Leg,"Landeskog, Gabriel",F,2013/14,Colorado,1
1.75,64.024390244,3,Knee,"McGinn, Jamie",F,2013/14,Colorado,3
1.15,28.048780488,2,Ankle,"McLeod, Cody",F,2013/14,Colorado,2
1.1,53.658536585,4,Back,"Mitchell, John",F,2013/14,Colorado,4
1.1,13.414634146,1,Illness,"Mitchell, John",F,2013/14,Colorado,1
5,121.951219512,2,Shoulder,"O'Reilly, Ryan",F,2013/14,Colorado,2
4,487.804878049,10,Knee,"Parenteau, P.A.",F,2013/14,Colorado,10
4,634.146341463,13,Knee,"Parenteau, P.A.",F,2013/14,Colorado,13
6.6,160.975609756,2,Ankle,"Stastny, Paul",F,2013/14,Colorado,2
6.6,80.487804878,1,Back,"Stastny, Paul",F,2013/14,Colorado,1
6.6,160.975609756,2,Back,"Stastny, Paul",F,2013/14,Colorado,2
6.6,321.951219512,4,Back,"Stastny, Paul",F,2013/14,Colorado,4
6.6,160.975609756,2,Leg,"Stastny, Paul",F,2013/14,Colorado,2
3.5,1067.073170732,25,Knee,"Tanguay, Alex",F,2013/14,Colorado,25
3.5,1536.585365854,36,Knee,"Tanguay, Alex",F,2013/14,Colorado,36
0.6,117.073170732,16,Head,"Van Der Gulik, David",F,2013/14,Colorado,16
0.9,10.975609756,1,Shoulder,"Barrie, Tyson",D,2013/14,Colorado,1
0.9,10.975609756,1,Wrist,"Benoit, Andre",D,2013/14,Colorado,1
0.6,51.219512195,7,Ankle,"Guenin, Nate",D,2013/14,Colorado,7
3.25,158.536585366,4,Knee,"Hejda, Jan",D,2013/14,Colorado,4
2,73.170731707,3,Back,"Sarich, Cory",D,2013/14,Colorado,3
2,317.073170732,13,Back,"Sarich, Cory",D,2013/14,Colorado,13
2.25,548.780487805,20,Back,"Wilson, Ryan",D,2013/14,Colorado,20
2.25,109.756097561,4,Knee,"Wilson, Ryan",D,2013/14,Colorado,4
1.5,18.292682927,1,Back,"Giguere, Jean-Sebastien",G,2013/14,Colorado,2
1.05,576.219512195,45,Ankle,"Boll, Jared",F,2013/14,Columbus,45
1.05,25.609756098,2,Upper body,"Boll, Jared",F,2013/14,Columbus,2
0.9875,228.810975610,19,Abdominal,"Calvert, Matt",F,2013/14,Columbus,19
0.9875,84.298780488,7,Upper body,"Calvert, Matt",F,2013/14,Columbus,7
1,97.560975610,8,Knee,"Comeau, Blake",F,2013/14,Columbus,8
1,121.951219512,10,Knee,"Comeau, Blake",F,2013/14,Columbus,10
4.2,307.317073171,6,Foot,"Dubinsky, Brandon",F,2013/14,Columbus,6
3.083333,225.609731707,6,Lower body,"Foligno, Nick",F,2013/14,Columbus,6
7.5,2012.195121951,22,Collarbone,"Gaborik, Marian",F,2013/14,Columbus,22
7.5,91.463414634,1,Illness,"Gaborik, Marian",F,2013/14,Columbus,1
7.5,1554.878048780,17,Knee,"Gaborik, Marian",F,2013/14,Columbus,17
5.3,193.902439024,3,Abdominal,"Horton, Nathan",F,2013/14,Columbus,3
5.3,258.536585366,4,Lower body,"Horton, Nathan",F,2013/14,Columbus,4
5.3,2585.365853659,40,Shoulder,"Horton, Nathan",F,2013/14,Columbus,40
0.894167,98.140280488,9,Leg,"Jenner, Boone",F,2013/14,Columbus,9
1,60.975609756,5,Back,"MacKenzie, Derek",F,2013/14,Columbus,5
1,12.195121951,1,Lower body,"MacKenzie, Derek",F,2013/14,Columbus,1
1,24.390243902,2,Lower body,"MacKenzie, Derek",F,2013/14,Columbus,2
0.675,74.085365854,9,Upper body,"Skille, Jack",F,2013/14,Columbus,9
0.675,8.231707317,1,Wrist,"Skille, Jack",F,2013/14,Columbus,1
4.6,224.390243902,4,Upper body,"Umberger, R.J.",F,2013/14,Columbus,4
3.494167,42.611792683,1,Knee,"Murray, Ryan",D,2013/14,Columbus,1
3.494167,639.176890244,15,Lower body,"Murray, Ryan",D,2013/14,Columbus,15
2.15,26.219512195,1,Head,"Nikitin, Nikita",D,2013/14,Columbus,1
2.15,26.219512195,1,Lower body,"Nikitin, Nikita",D,2013/14,Columbus,1
2.15,157.317073171,6,Lower body,"Nikitin, Nikita",D,2013/14,Columbus,6
0.666667,48.780512195,6,Back,"Prout, Dalton",D,2013/14,Columbus,6
0.666667,48.780512195,6,Upper body,"Prout, Dalton",D,2013/14,Columbus,6
0.709275,34.598780488,4,Illness,"Savard, David",D,2013/14,Columbus,4
4.5,439.024390244,8,Ankle,"Tyutin, Fedor",D,2013/14,Columbus,8
4.5,109.756097561,2,Illness,"Tyutin, Fedor",D,2013/14,Columbus,2
4.5,164.634146341,3,Lower body,"Tyutin, Fedor",D,2013/14,Columbus,3
5.5,67.073170732,1,Flu,"Wisniewski, James",D,2013/14,Columbus,1
5.5,402.439024390,6,Upper body,"Wisniewski, James",D,2013/14,Columbus,6
5.625,68.597560976,1,Flu,"Bobrovsky, Sergei",G,2013/14,Columbus,1
5.625,823.170731707,12,Groin,"Bobrovsky, Sergei",G,2013/14,Columbus,12
0.6,7.317073171,1,Back,"McElhinney, Curtis",G,2013/14,Columbus,1
0.6,14.634146341,2,Lower body,"McElhinney, Curtis",G,2013/14,Columbus,2
0.9,21.951219512,2,Flu,"Chiasson, Alex",F,2013/14,Dallas,2
4.5,384.146341463,7,Upper body,"Cole, Erik",F,2013/14,Dallas,7
0.637778,7.777780488,1,Lower body,"Eakin, Cody",F,2013/14,Dallas,1
1.8,131.707317073,6,Upper body,"Fiddler, Vernon",F,2013/14,Dallas,6
0.575,7.012195122,1,Foot,"Garbutt, Ryan",F,2013/14,Dallas,1
5.5,67.073170732,1,Illness,"Horcoff, Shawn",F,2013/14,Dallas,1
5.5,268.292682927,4,Upper body,"Horcoff, Shawn",F,2013/14,Dallas,4
3.25,39.634146341,1,Heart,"Peverley, Rich",F,2013/14,Dallas,1
3.25,713.414634146,18,Heart,"Peverley, Rich",F,2013/14,Dallas,18
3.25,39.634146341,1,Upper body,"Peverley, Rich",F,2013/14,Dallas,1
5.75,140.243902439,2,Concussion,"Seguin, Tyler",F,2013/14,Dallas,2
4.5,109.756097561,2,Illness,"Whitney, Ray",F,2013/14,Dallas,2
4.5,274.390243902,5,Lower body,"Whitney, Ray",F,2013/14,Dallas,5
4.5,329.268292683,6,Lower body,"Whitney, Ray",F,2013/14,Dallas,6
3.3,563.414634146,14,Ankle,"Daley, Trevor",D,2013/14,Dallas,14
0.9,10.975609756,1,Lower body,"Dillon, Brenden",D,2013/14,Dallas,2
5,365.853658537,6,Concussion,"Gonchar, Sergei",D,2013/14,Dallas,6
3.3,1489.024390244,37,Leg,"Robidas, Stephane",D,2013/14,Dallas,37
1.5,164.634146341,9,Hip,"Rome, Aaron",D,2013/14,Dallas,9
1.5,54.878048780,3,Lower body,"Rome, Aaron",D,2013/14,Dallas,3
1.5,73.170731707,4,Lower body,"Rome, Aaron",D,2013/14,Dallas,4
1.5,91.463414634,5,Lower body,"Rome, Aaron",D,2013/14,Dallas,5
1.5,128.048780488,7,Undisclosed,"Rome, Aaron",D,2013/14,Dallas,7
1.5,36.585365854,2,Upper body,"Rome, Aaron",D,2013/14,Dallas,2
5.9,215.853658537,3,Concussion,"Lehtonen, Kari",G,2013/14,Dallas,3
5.9,359.756097561,5,Lower body,"Lehtonen, Kari",G,2013/14,Dallas,5
1.8,109.756097561,5,Head,"Abdelkader, Justin",F,2013/14,Detroit,5
1.8,153.658536585,7,Leg,"Abdelkader, Justin",F,2013/14,Detroit,7
5.5,67.073170732,1,Back,"Alfredsson, Daniel",F,2013/14,Detroit,1
5.5,402.439024390,6,Back,"Alfredsson, Daniel",F,2013/14,Detroit,6
5.5,335.365853659,5,Groin,"Alfredsson, Daniel",F,2013/14,Detroit,5
5.5,67.073170732,1,Lower body,"Alfredsson, Daniel",F,2013/14,Detroit,1
5.5,67.073170732,1,Upper body,"Alfredsson, Daniel",F,2013/14,Detroit,1
0.7325,53.597560976,6,Foot,"Andersson, Joakim",F,2013/14,Detroit,6
0.7325,53.597560976,6,Lower body,"Andersson, Joakim",F,2013/14,Detroit,6
2.075,25.304878049,1,Flu,"Bertuzzi, Todd",F,2013/14,Detroit,1
2.075,25.304878049,1,Lower body,"Bertuzzi, Todd",F,2013/14,Detroit,1
2.075,151.829268293,6,Shoulder,"Bertuzzi, Todd",F,2013/14,Detroit,6
1.75,469.512195122,22,Knee,"Cleary, Dan",F,2013/14,Detroit,22
6.7,571.951219512,7,Head,"Datsyuk, Pavel",F,2013/14,Detroit,7
6.7,1307.317073171,16,Knee,"Datsyuk, Pavel",F,2013/14,Detroit,16
6.7,1143.902439024,14,Lower body,"Datsyuk, Pavel",F,2013/14,Detroit,14
1.2,160.975609756,11,Knee,"Eaves, Patrick",F,2013/14,Detroit,11
0.533333,39.024365854,6,Finger,"Emmerton, Cory",F,2013/14,Detroit,6
3.954545,289.356951220,6,Concussion,"Franzen, Johan",F,2013/14,Detroit,6
3.954545,771.618536585,16,Head,"Franzen, Johan",F,2013/14,Detroit,16
3.954545,192.904634146,4,Illness,"Franzen, Johan",F,2013/14,Detroit,4
3.954545,48.226158537,1,Undisclosed,"Franzen, Johan",F,2013/14,Detroit,1
2.125,362.804878049,14,Back,"Helm, Darren",F,2013/14,Detroit,14
2.125,181.402439024,7,Groin,"Helm, Darren",F,2013/14,Detroit,7
2.125,207.317073171,8,Head,"Helm, Darren",F,2013/14,Detroit,8
2.125,285.060975610,11,Shoulder,"Helm, Darren",F,2013/14,Detroit,11
0.925,78.963414634,7,Ribs,"Jurco, Tomas",F,2013/14,Detroit,7
0.95,34.756097561,3,Groin,"Nyquist, Gustav",F,2013/14,Detroit,3
3,878.048780488,24,Undisclosed,"Samuelsson, Mikael",F,2013/14,Detroit,24
1.9,69.512195122,3,Shoulder,"Tootoo, Jordin",F,2013/14,Detroit,3
4.9,358.536585366,6,Groin,"Weiss, Stephen",F,2013/14,Detroit,6
4.9,2987.804878049,50,Groin,"Weiss, Stephen",F,2013/14,Detroit,50
6.083333,148.373975610,2,Back,"Zetterberg, Henrik",F,2013/14,Detroit,2
6.083333,816.056865854,11,Back,"Zetterberg, Henrik",F,2013/14,Detroit,11
6.083333,1780.487707317,24,Back,"Zetterberg, Henrik",F,2013/14,Detroit,24
1.35,16.463414634,1,Lower body,"DeKeyser, Danny",D,2013/14,Detroit,1
1.35,246.951219512,15,Shoulder,"DeKeyser, Danny",D,2013/14,Detroit,15
3.25,554.878048780,14,Finger,"Ericsson, Jonathan",D,2013/14,Detroit,14
3.25,396.341463415,10,Ribs,"Ericsson, Jonathan",D,2013/14,Detroit,10
3.25,396.341463415,10,Upper body,"Ericsson, Jonathan",D,2013/14,Detroit,10
2.4,175.609756098,6,Lower body,"Kindl, Jakub",D,2013/14,Detroit,6
4.75,115.853658537,2,Concussion,"Kronwall, Niklas",D,2013/14,Detroit,2
1.2625,92.378048780,6,Shoulder,"Smith, Brendan",D,2013/14,Detroit,6
1.5,73.170731707,4,Groin,"Gustavsson, Jonas",G,2013/14,Detroit,4
1.5,91.463414634,5,Groin,"Gustavsson, Jonas",G,2013/14,Detroit,5
1.5,164.634146341,9,Groin,"Gustavsson, Jonas",G,2013/14,Detroit,9
1.5,54.878048780,3,Neck,"Gustavsson, Jonas",G,2013/14,Detroit,3
5.291667,64.532524390,1,Hand,"Howard, Jimmy",G,2013/14,Detroit,1
5.291667,64.532524390,1,Hip,"Howard, Jimmy",G,2013/14,Detroit,1
5.291667,193.597573171,3,Knee,"Howard, Jimmy",G,2013/14,Detroit,3
5.291667,516.260195122,8,Knee,"Howard, Jimmy",G,2013/14,Detroit,8
0.6,43.902439024,6,Ribs,"Arcobello, Mark",F,2013/14,Edmonton,6
6,73.170731707,1,Knee,"Eberle, Jordan",F,2013/14,Edmonton,2
4.8,58.536585366,1,Ankle,"Gagner, Sam",F,2013/14,Edmonton,2
4.8,760.975609756,13,Jaw,"Gagner, Sam",F,2013/14,Edmonton,13
0.635,15.487804878,2,Shoulder,"Gazdic, Luke",F,2013/14,Edmonton,2
0.635,54.207317073,7,Shoulder,"Gazdic, Luke",F,2013/14,Edmonton,7
3,73.170731707,2,Shoulder,"Gordon, Boyd",F,2013/14,Edmonton,2
3,219.512195122,6,Shoulder,"Gordon, Boyd",F,2013/14,Edmonton,6
6,512.195121951,7,Knee,"Hall, Taylor",F,2013/14,Edmonton,7
0.6,80.487804878,11,Knee,"Hamilton, Ryan",F,2013/14,Edmonton,11
5,426.829268293,7,Ankle,"Hemsky, Ales",F,2013/14,Edmonton,7
5,60.975609756,1,Ribs,"Hemsky, Ales",F,2013/14,Edmonton,1
0.95,150.609756098,13,Ankle,"Joensuu, Jesse",F,2013/14,Edmonton,13
0.95,23.170731707,2,Back,"Joensuu, Jesse",F,2013/14,Edmonton,2
0.95,127.439024390,11,Back,"Joensuu, Jesse",F,2013/14,Edmonton,11
0.95,23.170731707,2,Flu,"Joensuu, Jesse",F,2013/14,Edmonton,2
1.5,91.463414634,5,Head,"Jones, Ryan",F,2013/14,Edmonton,5
1.5,146.341463415,8,Knee,"Jones, Ryan",F,2013/14,Edmonton,8
0.625,182.926829268,24,Knee,"MacIntyre, Steve",F,2013/14,Edmonton,24
3.775,92.073170732,2,Shoulder,"Nugent-Hopkins, Ryan",F,2013/14,Edmonton,2
3.8125,185.975609756,4,Neck,"Perron, David",F,2013/14,Edmonton,4
0.9,208.536585366,19,Knee,"Pitlick, Tyler",F,2013/14,Edmonton,19
2.25,164.634146341,6,Groin,"Smyth, Ryan",F,2013/14,Edmonton,6
2.25,82.317073171,3,Neck,"Smyth, Ryan",F,2013/14,Edmonton,3
3.775,46.036585366,1,Ankle,"Yakupov, Nail",F,2013/14,Edmonton,1
3.775,598.475609756,13,Ankle,"Yakupov, Nail",F,2013/14,Edmonton,13
3.775,92.073170732,2,Head,"Yakupov, Nail",F,2013/14,Edmonton,2
1.525,37.195121951,2,Knee,"Belov, Anton",D,2013/14,Edmonton,2
1.525,204.573170732,11,Oblique,"Belov, Anton",D,2013/14,Edmonton,11
3.25,118.902439024,3,Head,"Ference, Andrew",D,2013/14,Edmonton,3
3.25,317.073170732,8,Pectoral,"Ference, Andrew",D,2013/14,Edmonton,8
1.275,15.548780488,1,Groin,"Fraser, Mark",D,2013/14,Edmonton,1
1.5,146.341463415,8,Groin,"Grebeshkov, Denis",D,2013/14,Edmonton,8
1.025,87.5,7,Back,"Larsen, Philip",D,2013/14,Edmonton,7
1.025,225,18,Illness,"Larsen, Philip",D,2013/14,Edmonton,18
1.025,75,6,Undisclosed,"Larsen, Philip",D,2013/14,Edmonton,6
1.75,21.341463415,1,Head,"Petry, Jeff",D,2013/14,Edmonton,1
0.775,103.963414634,11,Back,"Potter, Corey",D,2013/14,Edmonton,11
0.775,103.963414634,11,Groin,"Potter, Corey",D,2013/14,Edmonton,11
0.775,18.902439024,2,Neck,"Potter, Corey",D,2013/14,Edmonton,2
3.775,368.292682927,8,Groin,"Schultz, Justin",D,2013/14,Edmonton,8
0.625,121.951219512,16,Groin,"Bachman, Richard",G,2013/14,Edmonton,16
2.266234,165.822,6,Concussion,"Bryzgalov, Ilya",G,2013/14,Edmonton,6
3.5,85.365853659,2,Ankle,"Dubnyk, Devan",G,2013/14,Edmonton,2
2.9,35.365853659,1,Lower body,"Fasth, Viktor",G,2013/14,Edmonton,1
2.9,70.731707317,2,Neck,"Fasth, Viktor",G,2013/14,Edmonton,2
3.575,174.390243902,4,Knee,"Barkov, Aleksander",F,2013/14,Florida,4
3.575,1046.341463415,24,Knee,"Barkov, Aleksander",F,2013/14,Florida,24
2.75,335.365853659,10,Hip,"Bergenheim, Sean",F,2013/14,Florida,10
2.75,167.682926829,5,Lower body,"Bergenheim, Sean",F,2013/14,Florida,5
1.1,67.073170732,5,Concussion,"Bjugstad, Nick",F,2013/14,Florida,5
1,24.390243902,2,Back,"Boyes, Brad",F,2013/14,Florida,2
4.5,54.878048780,1,Illness,"Fleischmann, Tomas",F,2013/14,Florida,1
0.9,10.975609756,1,Groin,"Gomez, Scott",F,2013/14,Florida,1
0.9,76.829268293,7,Groin,"Gomez, Scott",F,2013/14,Florida,7
0.9,32.926829268,3,Illness,"Gomez, Scott",F,2013/14,Florida,3
3.194167,428.485817073,11,Concussion,"Huberdeau, Jonathan",F,2013/14,Florida,11
3.194167,77.906512195,2,Foot,"Huberdeau, Jonathan",F,2013/14,Florida,2
3,878.048780488,24,Concussion,"Kopecky, Tomas",F,2013/14,Florida,24
3,146.341463415,4,Upper body,"Kopecky, Tomas",F,2013/14,Florida,4
3,182.926829268,5,Upper body,"Kopecky, Tomas",F,2013/14,Florida,5
1.75,21.341463415,1,Illness,"Matthias, Shawn",F,2013/14,Florida,1
0.65,118.902439024,15,Hip,"Pinizzotto, Steve",F,2013/14,Florida,15
3.5,128.048780488,3,Upper body,"Upshall, Scottie",F,2013/14,Florida,3
0.6,21.951219512,3,Lower body,"Winchester, Jesse",F,2013/14,Florida,3
0.6,58.536585366,8,Lower body,"Winchester, Jesse",F,2013/14,Florida,8
0.6,102.439024390,14,Undisclosed,"Winchester, Jesse",F,2013/14,Florida,14
0.9,98.780487805,9,Hernia,"Gilbert, Tom",D,2013/14,Florida,9
0.7,42.682926829,5,Lower body,"Gilroy, Matt",D,2013/14,Florida,5
3.2,351.219512195,9,Knee,"Gudbranson, Erik",D,2013/14,Florida,9
3.2,195.121951220,5,Orbital bone,"Gudbranson, Erik",D,2013/14,Florida,5
4.125,2062.5,41,Hip,"Jovanovski, Ed",D,2013/14,Florida,41
0.7,85.365853659,10,Leg,"Mottau, Mike",D,2013/14,Florida,10
0.87,106.097560976,10,Lower body,"Olsen, Dylan",D,2013/14,Florida,10
0.87,95.487804878,9,Upper body,"Petrovic, Alex",D,2013/14,Florida,9
0.87,159.146341463,15,Upper body,"Petrovic, Alex",D,2013/14,Florida,15
1.1,53.658536585,4,Illness,"Weaver, Mike",D,2013/14,Florida,4
0.9,10.975609756,1,Illness,"Ellis, Dan",G,2013/14,Florida,1
4.533333,165.853646341,3,Neck,"Luongo, Roberto",G,2013/14,Florida,3
3.75,182.926829268,4,Groin,"Thomas, Tim",G,2013/14,Florida,4
3.75,274.390243902,6,Lower body,"Thomas, Tim",G,2013/14,Florida,12
3.175,38.719512195,1,Flu,"Brown, Dustin",F,2013/14,Los Angeles,1
3.175,77.439024390,2,Illness,"Brown, Dustin",F,2013/14,Los Angeles,2
5.272727,643.015487805,10,Lower body,"Carter, Jeff",F,2013/14,Los Angeles,10
1.075,78.658536585,6,Upper body,"Clifford, Kyle",F,2013/14,Los Angeles,6
0.825,30.182926829,3,Concussion,"Fraser, Colin",F,2013/14,Los Angeles,3
0.4375,21.341463415,4,Lower body,"Frattin, Matt",F,2013/14,Los Angeles,4
0.75,36.585365854,4,Undisclosed,"King, Dwight",F,2013/14,Los Angeles,4
1.325,145.426829268,9,Lower body,"Lewis, Trevor",F,2013/14,Los Angeles,9
3.25,158.536585366,4,Upper body,"Stoll, Jarret",F,2013/14,Los Angeles,4
7,341.463414634,4,Shoulder,"Doughty, Drew",D,2013/14,Los Angeles,4
2.95,215.853658537,6,Concussion,"Greene, Matt",D,2013/14,Los Angeles,6
2.95,647.560975610,18,Upper body,"Greene, Matt",D,2013/14,Los Angeles,18
1.1,93.902439024,7,Elbow,"Martinez, Alec",D,2013/14,Los Angeles,7
3.5,213.414634146,5,Upper body,"Mitchell, Willie",D,2013/14,Los Angeles,5
3,109.756097561,3,Undisclosed,"Regehr, Robyn",D,2013/14,Los Angeles,3
5.8,1697.560975610,24,Groin,"Quick, Jonathan",G,2013/14,Los Angeles,24
2.833333,34.552841463,1,Undisclosed,"Brodziak, Kyle",F,2013/14,Minnesota,1
0.975,130.792682927,11,Knee,"Coyle, Charlie",F,2013/14,Minnesota,11
0.975,11.890243902,1,Undisclosed,"Coyle, Charlie",F,2013/14,Minnesota,1
0.6,7.317073171,1,Illness,"Fontaine, Justin",F,2013/14,Minnesota,1
0.6,7.317073171,1,Upper body,"Fontaine, Justin",F,2013/14,Minnesota,1
2.1,281.707317073,11,Head,"Granlund, Mikael",F,2013/14,Minnesota,11
2.1,51.219512195,2,Upper body,"Granlund, Mikael",F,2013/14,Minnesota,2
2.1,153.658536585,6,Upper body,"Granlund, Mikael",F,2013/14,Minnesota,6
6.75,1399.390243902,17,Ankle,"Koivu, Mikko",F,2013/14,Minnesota,17
0.925,11.280487805,1,Facial,"Konopka, Zenon",F,2013/14,Minnesota,1
1.2,43.902439024,3,Facial,"McCormick, Cody",F,2013/14,Minnesota,3
1.9,69.512195122,3,Leg,"Mitchell, Torrey",F,2013/14,Minnesota,3
2.795,34.085365854,1,Upper body,"Niederreiter, Nino",F,2013/14,Minnesota,1
7.538462,91.932463415,1,Foot,"Parise, Zach",F,2013/14,Minnesota,1
7.538462,1287.054487805,14,Foot,"Parise, Zach",F,2013/14,Minnesota,14
1.5,439.024390244,24,Knee,"Rupp, Mike",F,2013/14,Minnesota,24
0.833333,233.739743902,23,Leg,"Zucker, Jason",F,2013/14,Minnesota,23
1.5,128.048780488,7,Concussion,"Ballard, Keith",D,2013/14,Minnesota,7
1.5,256.097560976,14,Groin,"Ballard, Keith",D,2013/14,Minnesota,14
1.5,164.634146341,9,Upper body,"Ballard, Keith",D,2013/14,Minnesota,9
1.444167,52.835378049,3,Cheek,"Brodin, Jonas",D,2013/14,Minnesota,3
1.025,37.5,3,Knee,"Scandella, Marco",D,2013/14,Minnesota,3
2.666667,455.284609756,14,Foot,"Spurgeon, Jared",D,2013/14,Minnesota,14
1.05,128.048780488,10,Knee,"Stoner, Clayton",D,2013/14,Minnesota,10
1.05,12.804878049,1,Leg,"Stoner, Clayton",D,2013/14,Minnesota,1
1.05,51.219512195,4,Lower body,"Stoner, Clayton",D,2013/14,Minnesota,4
3.416667,41.666670732,1,Abdominal,"Backstrom, Niklas",G,2013/14,Minnesota,1
