,Date,Year,Team_x,Player,Notes,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%,MP,Pos
248,3/30/2018,2018,Rockets,Eric Gordon,sore left / right knee (DTD),30,6.33,215,Indiana,USA,2008,1,7,68,16.2,2.2,1.9,8.1,0.70%,5.90%,21.50%,54.90%,9.00%,31.2,SG
249,4/11/2018,2018,Rockets,Eric Gordon,ankle injury / rest (DTD),30,6.33,215,Indiana,USA,2008,1,7,68,16.2,2.2,1.9,8.1,0.70%,5.90%,21.50%,54.90%,9.00%,31.2,SG
250,11/22/2017,2017,Rockets,Eric Gordon,tightness in right calf (DTD),30,6.33,215,Indiana,USA,2008,1,7,68,16.2,2.2,1.9,8.1,0.70%,5.90%,21.50%,54.90%,9.00%,31.2,SG
251,2/7/2018,2018,Rockets,Ryan Anderson,sprained right ankle (DTD),31,6.83,240,California,USA,2008,1,21,25,2.5,2.2,0.8,-12.8,5.50%,11.20%,12.00%,41.40%,8.80%,26.1,PF
252,2/26/2018,2018,Rockets,Ryan Anderson,sore left groin/hip (DTD),31,6.83,240,California,USA,2008,1,21,25,2.5,2.2,0.8,-12.8,5.50%,11.20%,12.00%,41.40%,8.80%,26.1,PF
253,4/4/2018,2018,Rockets,Ryan Anderson,sprained left ankle (DTD),31,6.83,240,California,USA,2008,1,21,25,2.5,2.2,0.8,-12.8,5.50%,11.20%,12.00%,41.40%,8.80%,26.1,PF
254,2/8/2018,2018,Knicks,Enes Kanter,oral surgery (DTD),27,6.92,250,Kentucky,Turkey,2011,1,3,67,13.7,9.8,1.7,-6.2,13.80%,24.50%,21.90%,59.40%,12.00%,25.8,C
255,3/11/2018,2018,Knicks,Enes Kanter,back spasms (DTD),27,6.92,250,Kentucky,Turkey,2011,1,3,67,13.7,9.8,1.7,-6.2,13.80%,24.50%,21.90%,59.40%,12.00%,25.8,C
256,2/8/2018,2018,Mavericks,Johnathan Motley,sprained left ankle (DTD),24,6.83,230,Baylor,USA,Undrafted,Undrafted,Undrafted,22,4.6,2.3,0.5,-8.9,10.40%,21.30%,26.60%,56.30%,12.90%,16,PF
257,2/8/2018,2018,Mavericks,Seth Curry,surgery on left leg to repair stress fracture (out for season),28,6.17,185,Duke,USA,Undrafted,Undrafted,Undrafted,74,7.9,1.6,0.9,4.3,1.90%,6.20%,16.40%,59.50%,6.80%,,
258,10/7/2017,2017,Mavericks,Seth Curry,stress reaction in tibia in left leg (out for season),28,6.17,185,Duke,USA,Undrafted,Undrafted,Undrafted,74,7.9,1.6,0.9,4.3,1.90%,6.20%,16.40%,59.50%,6.80%,,
259,2/10/2018,2018,Suns,Tyler Ulis,back injury (DTD),23,5.83,160,Kentucky,USA,2016,2,34,1,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,23.4,PG
260,2/10/2018,2018,Wizards,Markieff Morris,illness (DTD),29,6.83,245,Kansas,USA,2011,1,13,58,9.4,4.6,1.4,-5.9,4.50%,16.10%,19.10%,52.10%,9.20%,27,PF
261,9/22/2017,2017,Wizards,Markieff Morris,surgery to repair sports hernia (out indefinitely),29,6.83,245,Kansas,USA,2011,1,13,58,9.4,4.6,1.4,-5.9,4.50%,16.10%,19.10%,52.10%,9.20%,27,PF
262,12/13/2017,2017,Wizards,Markieff Morris,sore right hip (DTD),29,6.83,245,Kansas,USA,2011,1,13,58,9.4,4.6,1.4,-5.9,4.50%,16.10%,19.10%,52.10%,9.20%,27,PF
263,2/11/2018,2018,Mavericks,Salah Mejri,stiff neck (DTD),33,7.17,235,None,Tunisia,Undrafted,Undrafted,Undrafted,36,3.9,3.6,1,-4.4,8.10%,21.60%,15.30%,55.90%,13.70%,12,C
264,3/28/2018,2018,Mavericks,Salah Mejri,bruised right knee (DTD),33,7.17,235,None,Tunisia,Undrafted,Undrafted,Undrafted,36,3.9,3.6,1,-4.4,8.10%,21.60%,15.30%,55.90%,13.70%,12,C
265,4/6/2018,2018,Mavericks,Salah Mejri,rest / knee injury (out for season),33,7.17,235,None,Tunisia,Undrafted,Undrafted,Undrafted,36,3.9,3.6,1,-4.4,8.10%,21.60%,15.30%,55.90%,13.70%,12,C
266,2/11/2018,2018,Wizards,Tim Frazier,fractured nose (DTD),28,6.08,170,None,USA,Undrafted,Undrafted,Undrafted,59,5.3,2.8,4.2,-2.7,3.50%,10.60%,13.20%,54.40%,28.60%,14.2,PG
267,2/12/2018,2018,Jazz,Tony Bradley,gastroenteritis (DTD),21,6.83,248,North Carolina,USA,2017,1,28,3,5.7,5,0.3,-18.9,19.60%,18.80%,20.00%,50.40%,4.20%,3.2,C
268,2/14/2018,2018,76ers,Joel Embiid,sore right ankle (DTD),25,7,250,Kansas,Cameroon,2014,1,3,64,27.5,13.6,3.7,7.6,7.50%,29.20%,32.70%,59.30%,18.50%,30.3,C
269,3/29/2018,2018,76ers,Joel Embiid,fractured left orbital bone (out indefinitely),25,7,250,Kansas,Cameroon,2014,1,3,64,27.5,13.6,3.7,7.6,7.50%,29.20%,32.70%,59.30%,18.50%,30.3,C
270,3/31/2018,2018,76ers,Joel Embiid,surgery to repair fractured left orbital bone (out indefinitely),25,7,250,Kansas,Cameroon,2014,1,3,64,27.5,13.6,3.7,7.6,7.50%,29.20%,32.70%,59.30%,18.50%,30.3,C
271,12/10/2017,2017,76ers,Joel Embiid,back injury (DTD),25,7,250,Kansas,Cameroon,2014,1,3,64,27.5,13.6,3.7,7.6,7.50%,29.20%,32.70%,59.30%,18.50%,30.3,C
272,12/17/2017,2017,76ers,Joel Embiid,back injury (DTD),25,7,250,Kansas,Cameroon,2014,1,3,64,27.5,13.6,3.7,7.6,7.50%,29.20%,32.70%,59.30%,18.50%,30.3,C
273,12/30/2017,2017,76ers,Joel Embiid,back injury (DTD),25,7,250,Kansas,Cameroon,2014,1,3,64,27.5,13.6,3.7,7.6,7.50%,29.20%,32.70%,59.30%,18.50%,30.3,C
274,2/14/2018,2018,Hawks,Dennis Schroder,tightness in lower back (DTD),25,6.08,172,None,Germany,2013,1,17,79,15.5,3.6,4.1,3.6,1.50%,10.20%,23.80%,50.80%,20.90%,31,PG
275,3/11/2018,2018,Hawks,Dennis Schroder,sprained left elbow (DTD),25,6.08,172,None,Germany,2013,1,17,79,15.5,3.6,4.1,3.6,1.50%,10.20%,23.80%,50.80%,20.90%,31,PG
276,3/25/2018,2018,Hawks,Dennis Schroder,sprained left ankle (out for season),25,6.08,172,None,Germany,2013,1,17,79,15.5,3.6,4.1,3.6,1.50%,10.20%,23.80%,50.80%,20.90%,31,PG
277,12/22/2017,2017,Hawks,Dennis Schroder,left ankle injury (DTD),25,6.08,172,None,Germany,2013,1,17,79,15.5,3.6,4.1,3.6,1.50%,10.20%,23.80%,50.80%,20.90%,31,PG
278,3/12/2018,2018,Hawks,Kent Bazemore,bone bruise in right knee (out for season),29,6.42,201,Old Dominion,USA,Undrafted,Undrafted,Undrafted,67,11.6,3.9,2.3,-7.7,2.00%,12.60%,21.50%,50.70%,14.40%,27.5,SG
279,2/14/2018,2018,Nets,Jahlil Okafor,tightness in left calf (DTD),23,6.92,275,Duke,USA,2015,1,3,59,8.2,4.7,0.7,-5.5,8.40%,19.60%,19.80%,60.30%,6.40%,12.6,C
280,2/26/2018,2018,Nets,Jahlil Okafor,illness (DTD),23,6.92,275,Duke,USA,2015,1,3,59,8.2,4.7,0.7,-5.5,8.40%,19.60%,19.80%,60.30%,6.40%,12.6,C
281,10/18/2017,2017,76ers,Jahlil Okafor,illness (DTD),23,6.92,275,Duke,USA,2015,1,3,59,8.2,4.7,0.7,-5.5,8.40%,19.60%,19.80%,60.30%,6.40%,12.6,C
282,2/16/2018,2018,Lakers,Channing Frye,appendectomy (out indefinitely),36,7,255,Arizona,USA,2005,1,8,36,3.6,1.4,0.6,-22.7,1.00%,15.80%,17.40%,52.40%,10.00%,13.1,C
283,2/17/2018,2018,Lakers,Channing Frye,appendectomy (out indefinitely),36,7,255,Arizona,USA,2005,1,8,36,3.6,1.4,0.6,-22.7,1.00%,15.80%,17.40%,52.40%,10.00%,13.1,C
284,2/24/2018,2018,Lakers,Channing Frye,recovering from appendectomy (DTD),36,7,255,Arizona,USA,2005,1,8,36,3.6,1.4,0.6,-22.7,1.00%,15.80%,17.40%,52.40%,10.00%,13.1,C
285,2/22/2018,2018,Grizzlies,Chandler Parsons,illness (DTD),30,6.83,230,Florida,USA,2011,2,38,25,7.5,2.8,1.7,-5.4,0.70%,12.60%,19.20%,48.40%,14.30%,19.2,SF
286,3/24/2018,2018,Grizzlies,Chandler Parsons,sore right knee (DTD),30,6.83,230,Florida,USA,2011,2,38,25,7.5,2.8,1.7,-5.4,0.70%,12.60%,19.20%,48.40%,14.30%,19.2,SF
287,11/29/2017,2017,Grizzlies,Chandler Parsons,sore right knee (DTD),30,6.83,230,Florida,USA,2011,2,38,25,7.5,2.8,1.7,-5.4,0.70%,12.60%,19.20%,48.40%,14.30%,19.2,SF
288,12/29/2017,2017,Grizzlies,Chandler Parsons,sore right knee (DTD),30,6.83,230,Florida,USA,2011,2,38,25,7.5,2.8,1.7,-5.4,0.70%,12.60%,19.20%,48.40%,14.30%,19.2,SF
289,2/23/2018,2018,Clippers,Danilo Gallinari,sprained right hand (DTD),30,6.83,225,None,Italy,2008,1,6,68,19.8,6.1,2.6,2.3,2.70%,17.10%,23.70%,63.30%,13.40%,32,SF
290,3/2/2018,2018,Clippers,Danilo Gallinari,fractured right hand (out indefinitely),30,6.83,225,None,Italy,2008,1,6,68,19.8,6.1,2.6,2.3,2.70%,17.10%,23.70%,63.30%,13.40%,32,SF
291,4/3/2018,2018,Clippers,Danilo Gallinari,sore right hand (out for season),30,6.83,225,None,Italy,2008,1,6,68,19.8,6.1,2.6,2.3,2.70%,17.10%,23.70%,63.30%,13.40%,32,SF
292,7/30/2017,2017,Clippers,Danilo Gallinari,fractured bone in right hand (out indefinitely),30,6.83,225,None,Italy,2008,1,6,68,19.8,6.1,2.6,2.3,2.70%,17.10%,23.70%,63.30%,13.40%,32,SF
293,11/6/2017,2017,Clippers,Danilo Gallinari,strained left gluteus muscle (DTD),30,6.83,225,None,Italy,2008,1,6,68,19.8,6.1,2.6,2.3,2.70%,17.10%,23.70%,63.30%,13.40%,32,SF
294,2/23/2018,2018,Jazz,Raul Neto,sprained right ankle (DTD),27,6.08,179,None,Brazil,2013,2,47,37,5.3,1.7,2.5,17.5,1.40%,10.50%,18.40%,55.80%,25.10%,12.1,PG
295,3/12/2018,2018,Jazz,Raul Neto,fractured left wrist (out indefinitely),27,6.08,179,None,Brazil,2013,2,47,37,5.3,1.7,2.5,17.5,1.40%,10.50%,18.40%,55.80%,25.10%,12.1,PG
296,12/5/2017,2017,Jazz,Raul Neto,sore right foot (DTD),27,6.08,179,None,Brazil,2013,2,47,37,5.3,1.7,2.5,17.5,1.40%,10.50%,18.40%,55.80%,25.10%,12.1,PG
297,12/11/2017,2017,Jazz,Raul Neto,concussion (DTD),27,6.08,179,None,Brazil,2013,2,47,37,5.3,1.7,2.5,17.5,1.40%,10.50%,18.40%,55.80%,25.10%,12.1,PG
298,2/23/2018,2018,Spurs,Danny Green,illness (DTD),32,6.5,215,North Carolina,USA,2009,2,46,80,10.3,4,1.6,13.4,2.80%,10.70%,13.90%,63.20%,7.30%,25.6,SG
299,12/9/2017,2017,Spurs,Danny Green,tightness in left groin (DTD),32,6.5,215,North Carolina,USA,2009,2,46,80,10.3,4,1.6,13.4,2.80%,10.70%,13.90%,63.20%,7.30%,25.6,SG
300,12/16/2017,2017,Spurs,Danny Green,tightness in left groin (DTD),32,6.5,215,North Carolina,USA,2009,2,46,80,10.3,4,1.6,13.4,2.80%,10.70%,13.90%,63.20%,7.30%,25.6,SG
301,12/21/2017,2017,Spurs,Danny Green,tightness in left groin (DTD),32,6.5,215,North Carolina,USA,2009,2,46,80,10.3,4,1.6,13.4,2.80%,10.70%,13.90%,63.20%,7.30%,25.6,SG
302,2/26/2018,2018,Rockets,Clint Capela,illness (DTD),25,6.83,240,None,Switzerland,2014,1,25,67,16.6,12.7,1.4,5.4,13.00%,24.10%,18.00%,65.80%,7.00%,27.5,C
303,3/27/2018,2018,Rockets,Clint Capela,sprained left thumb (DTD),25,6.83,240,None,Switzerland,2014,1,25,67,16.6,12.7,1.4,5.4,13.00%,24.10%,18.00%,65.80%,7.00%,27.5,C
304,4/11/2018,2018,Rockets,Clint Capela,hand injury (DTD),25,6.83,240,None,Switzerland,2014,1,25,67,16.6,12.7,1.4,5.4,13.00%,24.10%,18.00%,65.80%,7.00%,27.5,C
305,12/16/2017,2017,Rockets,Clint Capela,bruised left heel (DTD),25,6.83,240,None,Switzerland,2014,1,25,67,16.6,12.7,1.4,5.4,13.00%,24.10%,18.00%,65.80%,7.00%,27.5,C
306,12/20/2017,2017,Rockets,Clint Capela,bruised left heel (DTD),25,6.83,240,None,Switzerland,2014,1,25,67,16.6,12.7,1.4,5.4,13.00%,24.10%,18.00%,65.80%,7.00%,27.5,C
307,12/27/2017,2017,Rockets,Clint Capela,fractured right orbital bone (DTD),25,6.83,240,None,Switzerland,2014,1,25,67,16.6,12.7,1.4,5.4,13.00%,24.10%,18.00%,65.80%,7.00%,27.5,C
308,2/28/2018,2018,Bucks,Tony Snell,bruised right thigh (DTD),27,6.58,213,,USA,2013,1,20,74,6,2.1,0.9,6.6,2.10%,8.60%,12.70%,58.50%,6.90%,27.4,SG
309,12/8/2017,2017,Bucks,Tony Snell,patella tendinitis in left knee (DTD),27,6.58,213,,USA,2013,1,20,74,6,2.1,0.9,6.6,2.10%,8.60%,12.70%,58.50%,6.90%,27.4,SG
310,2/28/2018,2018,Celtics,Daniel Theis,sore right hamstring (DTD),27,6.67,243,None,Germany,Undrafted,Undrafted,Undrafted,66,5.7,3.4,1,7.4,8.80%,14.50%,15.00%,62.40%,10.80%,14.9,C
311,3/12/2018,2018,Celtics,Daniel Theis,torn meniscus in left knee (out for season),27,6.67,243,None,Germany,Undrafted,Undrafted,Undrafted,66,5.7,3.4,1,7.4,8.80%,14.50%,15.00%,62.40%,10.80%,14.9,C
312,2/28/2018,2018,Lakers,Josh Hart,fractured left hand (out indefinitely),24,6.42,215,Villanova,USA,2017,1,30,67,7.8,3.7,1.4,0.4,1.90%,10.90%,13.00%,52.60%,7.20%,23.2,SG
313,3/2/2018,2018,Lakers,Josh Hart,surgery on left hand to repair fracture (out indefinitely),24,6.42,215,Villanova,USA,2017,1,30,67,7.8,3.7,1.4,0.4,1.90%,10.90%,13.00%,52.60%,7.20%,23.2,SG
314,3/4/2018,2018,Cavaliers,Tristan Thompson,sprained right ankle (DTD),28,6.83,238,Texas,Canada,2011,1,4,43,10.9,10.2,2,-12.3,13.70%,23.70%,17.50%,55.10%,11.00%,20.2,C
315,11/2/2017,2017,Cavaliers,Tristan Thompson,strained left calf (out indefinitely),28,6.83,238,Texas,Canada,2011,1,4,43,10.9,10.2,2,-12.3,13.70%,23.70%,17.50%,55.10%,11.00%,20.2,C
316,12/14/2017,2017,Cavaliers,Tristan Thompson,strained left calf (DTD),28,6.83,238,Texas,Canada,2011,1,4,43,10.9,10.2,2,-12.3,13.70%,23.70%,17.50%,55.10%,11.00%,20.2,C
317,3/8/2018,2018,Magic,Evan Fournier,sprained MCL in left knee (out for season),26,6.58,205,None,France,2012,1,20,81,15.1,3.2,3.6,1.7,1.40%,8.60%,21.70%,53.60%,17.00%,32.2,SF
318,12/7/2017,2017,Magic,Evan Fournier,sprained right ankle (DTD),26,6.58,205,None,France,2012,1,20,81,15.1,3.2,3.6,1.7,1.40%,8.60%,21.70%,53.60%,17.00%,32.2,SF
319,3/9/2018,2018,Celtics,Jaylen Brown,concussion (out indefinitely),22,6.58,220,California,USA,2016,1,3,74,13,4.2,1.4,2.3,3.20%,12.20%,21.50%,54.70%,7.90%,30.7,SG
320,4/30/2018,2018,Celtics,Jaylen Brown,strained right hamstring (DTD),22,6.58,220,California,USA,2016,1,3,74,13,4.2,1.4,2.3,3.20%,12.20%,21.50%,54.70%,7.90%,30.7,SG
321,12/21/2017,2017,Celtics,Jaylen Brown,sore left Achilles (DTD),22,6.58,220,California,USA,2016,1,3,74,13,4.2,1.4,2.3,3.20%,12.20%,21.50%,54.70%,7.90%,30.7,SG
322,12/27/2017,2017,Celtics,Jaylen Brown,sore right knee (DTD),22,6.58,220,California,USA,2016,1,3,74,13,4.2,1.4,2.3,3.20%,12.20%,21.50%,54.70%,7.90%,30.7,SG
323,3/9/2018,2018,Thunder,Terrance Ferguson,concussion (out indefinitely),21,6.58,190,None,USA,2017,1,21,74,6.9,1.9,1,3.9,1.50%,5.50%,10.40%,56.60%,4.60%,12.5,SG
324,3/10/2018,2018,Cavaliers,Cedi Osman,strained left hip (out indefinitely),24,6.67,215,None,Turkey,2015,2,31,76,13,4.7,2.6,-12.8,1.80%,13.40%,18.20%,53.60%,12.00%,11,SF
325,3/11/2018,2018,Mavericks,Wesley Matthews,fractured right fibula (out for season),32,6.42,220,Marquette,USA,Undrafted,Undrafted,Undrafted,69,12.2,2.5,2.3,-2,1.50%,6.30%,17.50%,54.60%,11.30%,33.8,SF
326,3/12/2018,2018,Hawks,Jaylen Morris,sprained left ankle (out for season),23,6.42,185,Molloy,USA,Undrafted,Undrafted,Undrafted,4,2.5,1.3,1,22.5,0.00%,14.70%,15.00%,46.00%,17.40%,16.3,SG
327,3/13/2018,2018,Nets,Jarrett Allen,sore left foot (DTD),21,6.92,237,Texas,USA,2017,1,22,80,10.9,8.4,1.4,-2.4,8.80%,20.80%,15.80%,63.20%,7.60%,20,C
328,10/31/2017,2017,Nets,Jarrett Allen,strained left foot (DTD),21,6.92,237,Texas,USA,2017,1,22,80,10.9,8.4,1.4,-2.4,8.80%,20.80%,15.80%,63.20%,7.60%,20,C
329,3/13/2018,2018,Warriors,Draymond Green,sore right shoulder (DTD),29,6.58,230,Michigan State,USA,2012,2,35,66,7.4,7.3,6.9,10.7,3.10%,18.00%,12.80%,52.60%,26.10%,32.7,PF
330,3/22/2018,2018,Warriors,Draymond Green,bruised pelvis (DTD),29,6.58,230,Michigan State,USA,2012,2,35,66,7.4,7.3,6.9,10.7,3.10%,18.00%,12.80%,52.60%,26.10%,32.7,PF
331,3/25/2018,2018,Warriors,Draymond Green,flu (DTD),29,6.58,230,Michigan State,USA,2012,2,35,66,7.4,7.3,6.9,10.7,3.10%,18.00%,12.80%,52.60%,26.10%,32.7,PF
332,3/14/2018,2018,Celtics,Kyrie Irving,sore left knee (DTD),27,6.25,193,Duke,Australia,2011,1,1,67,23.8,5,6.9,6.2,3.10%,11.30%,28.60%,59.20%,33.00%,32.2,PG
333,3/23/2018,2018,Celtics,Kyrie Irving,surgery on left knee (out for season),27,6.25,193,Duke,Australia,2011,1,1,67,23.8,5,6.9,6.2,3.10%,11.30%,28.60%,59.20%,33.00%,32.2,PG
334,4/5/2018,2018,Celtics,Kyrie Irving,surgery on left knee to remove 2 screws (out for season) (date approximate),27,6.25,193,Duke,Australia,2011,1,1,67,23.8,5,6.9,6.2,3.10%,11.30%,28.60%,59.20%,33.00%,32.2,PG
335,3/14/2018,2018,Heat,Josh Richardson,sore left foot (DTD),25,6.5,200,Tennessee,USA,2015,2,40,73,16.6,3.6,4.1,1,2.00%,7.80%,20.30%,53.60%,17.70%,33.2,SF
336,3/14/2018,2018,Lakers,Kyle Kuzma,sprained right ankle (DTD),23,6.75,220,Utah,USA,2017,1,27,70,18.7,5.5,2.5,-1.3,2.50%,12.70%,23.30%,54.60%,11.30%,31.2,PF
337,3/14/2018,2018,Pacers,Domantas Sabonis,sprained left ankle (DTD),23,6.92,240,Gonzaga,Lithuania,2016,1,11,74,14.1,9.3,2.9,5.2,9.90%,26.90%,22.60%,63.00%,18.00%,24.5,C
338,3/16/2018,2018,76ers,Timothe Luwawu-Cabarrot,patellar tendinitis in right knee (DTD),24,6.5,210,None,France,2016,1,24,50,4.6,1.9,0.5,-14.4,1.50%,12.50%,15.60%,48.90%,5.70%,15.5,SF
339,3/17/2018,2018,Bulls,Noah Vonleh,sprained right toe (DTD),23,6.75,250,Indiana,USA,2014,1,9,68,8.4,7.8,1.9,-7.6,6.00%,23.40%,14.40%,56.10%,10.80%,16.2,PF
340,10/5/2017,2017,Blazers,Noah Vonleh,strained right shoulder (DTD),23,6.75,250,Indiana,USA,2014,1,9,68,8.4,7.8,1.9,-7.6,6.00%,23.40%,14.40%,56.10%,10.80%,16.2,PF
341,3/17/2018,2018,Nuggets,Gary Harris,right knee injury (DTD),24,6.33,210,Michigan State,USA,2014,1,19,57,12.9,2.8,2.2,6.2,2.40%,7.00%,19.50%,52.60%,11.00%,34.4,SG
342,3/24/2018,2018,Pelicans,Rajon Rondo,sprained right wrist (DTD),33,6.08,186,Kentucky,USA,2006,1,21,46,9.2,5.3,8,-8.6,2.30%,14.20%,17.20%,47.30%,36.00%,26.2,PG
343,3/27/2018,2018,Pelicans,Rajon Rondo,sprained right wrist (DTD),33,6.08,186,Kentucky,USA,2006,1,21,46,9.2,5.3,8,-8.6,2.30%,14.20%,17.20%,47.30%,36.00%,26.2,PG
344,10/9/2017,2017,Pelicans,Rajon Rondo,surgery to repair sports hernia (out indefinitely),33,6.08,186,Kentucky,USA,2006,1,21,46,9.2,5.3,8,-8.6,2.30%,14.20%,17.20%,47.30%,36.00%,26.2,PG
345,3/18/2018,2018,Hornets,Nicolas Batum,left Achilles tendinitis (DTD),30,6.67,200,None,France,2008,1,25,75,9.3,5.2,3.3,-0.5,2.80%,13.10%,12.90%,58.10%,14.50%,31,SG
346,3/21/2018,2018,Hornets,Nicolas Batum,sore left Achilles (DTD),30,6.67,200,None,France,2008,1,25,75,9.3,5.2,3.3,-0.5,2.80%,13.10%,12.90%,58.10%,14.50%,31,SG
347,10/5/2017,2017,Hornets,Nicolas Batum,torn ligament in left elbow (out indefinitely),30,6.67,200,None,France,2008,1,25,75,9.3,5.2,3.3,-0.5,2.80%,13.10%,12.90%,58.10%,14.50%,31,SG
348,11/24/2017,2017,Hornets,Nicolas Batum,ulnar nerve contusion (DTD),30,6.67,200,None,France,2008,1,25,75,9.3,5.2,3.3,-0.5,2.80%,13.10%,12.90%,58.10%,14.50%,31,SG
349,3/19/2018,2018,Kings,Bogdan Bogdanovic,left hamstring injury (DTD),26,6.5,205,None,Serbia,2014,1,27,70,14.1,3.5,3.8,-1.1,1.90%,9.80%,22.00%,53.00%,19.90%,27.9,SG
350,10/17/2017,2017,Kings,Bogdan Bogdanovic,sprained right ankle (DTD),26,6.5,205,None,Serbia,2014,1,27,70,14.1,3.5,3.8,-1.1,1.90%,9.80%,22.00%,53.00%,19.90%,27.9,SG
351,3/20/2018,2018,Pelicans,Jrue Holiday,illness (DTD),29,6.33,205,UCLA,USA,2009,1,17,67,21.2,5,7.7,4.4,3.00%,9.90%,25.00%,55.50%,30.80%,36.1,SG
352,3/20/2018,2018,Raptors,DeMar DeRozan,bruised left thigh (DTD),29,6.58,220,Southern California,USA,2009,1,9,77,21.2,6,6.2,0,2.00%,14.70%,27.70%,54.20%,27.70%,33.9,SG
353,3/21/2018,2018,Grizzlies,Ivan Rabb,right heel injury (DTD),22,6.83,220,California,USA,2017,2,35,49,5.8,4.2,1.1,-6.2,9.70%,19.70%,16.60%,58.60%,12.30%,14.3,PF
354,3/23/2018,2018,Grizzlies,Ivan Rabb,right heel injury (DTD),22,6.83,220,California,USA,2017,2,35,49,5.8,4.2,1.1,-6.2,9.70%,19.70%,16.60%,58.60%,12.30%,14.3,PF
355,11/17/2017,2017,Grizzlies,Ivan Rabb,concussion (DTD),22,6.83,220,California,USA,2017,2,35,49,5.8,4.2,1.1,-6.2,9.70%,19.70%,16.60%,58.60%,12.30%,14.3,PF
356,3/21/2018,2018,Nets,Dante Cunningham,DNP,32,6.67,230,Villanova,USA,2009,2,33,64,3,2.9,0.8,-8.2,4.90%,14.80%,8.60%,58.50%,7.20%,21.4,SF
357,4/5/2018,2018,Nets,Dante Cunningham,back injury (DTD),32,6.67,230,Villanova,USA,2009,2,33,64,3,2.9,0.8,-8.2,4.90%,14.80%,8.60%,58.50%,7.20%,21.4,SF
358,12/11/2017,2017,Pelicans,Dante Cunningham,right knee injury (DTD),32,6.67,230,Villanova,USA,2009,2,33,64,3,2.9,0.8,-8.2,4.90%,14.80%,8.60%,58.50%,7.20%,21.4,SF
359,3/22/2018,2018,Bulls,Antonio Blakeney,fractured left wrist (out for season),22,6.33,192,Louisiana State,USA,Undrafted,Undrafted,Undrafted,57,7.3,1.9,0.7,-7.8,0.80%,11.40%,24.00%,48.70%,7.90%,16.5,SG
360,3/22/2018,2018,Magic,Jonathan Isaac,sprained left foot (DTD),21,6.83,210,Florida State,USA,2017,1,6,75,9.6,5.5,1.1,1,4.80%,15.20%,16.00%,53.70%,5.50%,19.9,PF
361,4/3/2018,2018,Magic,Jonathan Isaac,sprained left ankle (out for season),21,6.83,210,Florida State,USA,2017,1,6,75,9.6,5.5,1.1,1,4.80%,15.20%,16.00%,53.70%,5.50%,19.9,PF
362,11/12/2017,2017,Magic,Jonathan Isaac,sprained right ankle (DTD),21,6.83,210,Florida State,USA,2017,1,6,75,9.6,5.5,1.1,1,4.80%,15.20%,16.00%,53.70%,5.50%,19.9,PF
363,11/13/2017,2017,Magic,Jonathan Isaac,sprained right ankle (DTD),21,6.83,210,Florida State,USA,2017,1,6,75,9.6,5.5,1.1,1,4.80%,15.20%,16.00%,53.70%,5.50%,19.9,PF
364,11/15/2017,2017,Magic,Jonathan Isaac,sprained right ankle (DTD),21,6.83,210,Florida State,USA,2017,1,6,75,9.6,5.5,1.1,1,4.80%,15.20%,16.00%,53.70%,5.50%,19.9,PF
365,12/22/2017,2017,Magic,Jonathan Isaac,sore right ankle (DTD),21,6.83,210,Florida State,USA,2017,1,6,75,9.6,5.5,1.1,1,4.80%,15.20%,16.00%,53.70%,5.50%,19.9,PF
366,3/23/2018,2018,Blazers,Shabazz Napier,left big toe injury (DTD),27,6.08,180,Connecticut,USA,2014,1,24,56,9.4,1.8,2.6,1.3,1.70%,7.90%,23.40%,53.40%,23.50%,20.7,PG
367,3/23/2018,2018,Timberwolves,Derrick Rose,sprained right ankle (DTD),30,6.25,200,Memphis,USA,2008,1,1,51,18,2.7,4.3,0.7,2.20%,7.00%,26.10%,55.70%,24.40%,16.8,PG
368,10/20/2017,2017,Cavaliers,Derrick Rose,sprained left ankle (DTD),30,6.25,200,Memphis,USA,2008,1,1,51,18,2.7,4.3,0.7,2.20%,7.00%,26.10%,55.70%,24.40%,16.8,PG
369,3/24/2018,2018,Lakers,Luol Deng,sprained left ankle (DTD),34,6.75,237,Duke,United Kingdo...,2004,1,7,22,7.1,3.3,0.8,10,4.90%,12.50%,15.50%,58.80%,6.20%,13,SF
370,3/24/2018,2018,Rockets,Luc Mbah a Moute,sore left knee (DTD),32,6.67,230,California-Los Angeles,Cameroon,2008,2,37,4,5,1.8,0.5,7.8,3.40%,6.50%,14.10%,49.50%,4.50%,25.6,PF
371,4/10/2018,2018,Rockets,Luc Mbah a Moute,dislocated right shoulder (DTD),32,6.67,230,California-Los Angeles,Cameroon,2008,2,37,4,5,1.8,0.5,7.8,3.40%,6.50%,14.10%,49.50%,4.50%,25.6,PF
372,11/9/2017,2017,Rockets,Luc Mbah a Moute,knee injury (DTD),32,6.67,230,California-Los Angeles,Cameroon,2008,2,37,4,5,1.8,0.5,7.8,3.40%,6.50%,14.10%,49.50%,4.50%,25.6,PF
373,3/25/2018,2018,Knicks,Damyean Dotson,sprained right foot (DTD),25,6.5,210,Houston,USA,2017,2,44,73,10.7,3.6,1.8,-8,1.60%,10.80%,16.90%,52.60%,10.40%,10.8,SG
